sentence_id,text,aspect_term,polarity,char_from,char_to,category,domain,label
2252,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",photo detection software,positive,22,46,,laptop,0
2781,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers,negative,4,12,,laptop,1
927,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,negative,301,306,,laptop,1
2955,"It is so simple to use, I use it more than my desktop.",use,positive,19,22,,laptop,0
2697,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,negative,30,38,,laptop,1
2697,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,screen,neutral,90,96,,laptop,2
2697,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,mouse pointer,negative,55,68,,laptop,1
2357,I have had no problems with it unlike some hardware defects on past models.,hardware,negative,43,51,,laptop,1
2529,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",Windows,negative,71,78,,laptop,1
2212,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",applications,positive,4,16,,laptop,0
2153,The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,screen,positive,10,16,,laptop,0
443,"Great laptop for school, easy to use for beginners in the household.",use,positive,33,36,,laptop,0
194,"4) Laptop still did not work, blue screen within a week...",work,negative,24,28,,laptop,1
2620,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",speakers,negative,60,68,,laptop,1
1299,"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",hinges,negative,60,66,,laptop,1
366,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,programs,positive,82,90,,laptop,0
2686,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,work,negative,7,11,,laptop,1
784,If this is an improvement in Customer Service then I would hate too see what it was before!,Customer Service,negative,29,45,,laptop,1
1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",programs,positive,11,19,,laptop,0
1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Keynote,neutral,21,28,,laptop,2
1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Pages,neutral,30,35,,laptop,2
1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Numbers,neutral,37,44,,laptop,2
2602,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense,negative,32,39,,laptop,1
2602,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",run,positive,122,125,,laptop,0
1450,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",components,positive,112,122,,laptop,0
1450,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",price,positive,151,156,,laptop,0
1450,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",price,positive,313,318,,laptop,0
2097,For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,price,positive,95,100,,laptop,0
1795,"Unfortunately, Apple's quality has continued to slide.",quality,negative,23,30,,laptop,1
1614,I believe that the quality of a mac is worth the price.,quality,positive,19,26,,laptop,0
1614,I believe that the quality of a mac is worth the price.,price,positive,49,54,,laptop,0
1392,sometimes you will be moving your finger and the pointer will not even move.,pointer,negative,49,56,,laptop,1
697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,positive,57,65,,laptop,0
697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,positive,100,105,,laptop,0
697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,positive,36,42,,laptop,0
1159,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",life span,negative,70,79,,laptop,1
278,The layout of the MacBook is horrible and confusing;,layout,negative,4,10,,laptop,1
2783,Was not happy with one of the programs on it.,one of the programs,negative,19,38,,laptop,1
327,"Also it is very good for college students who just need a reliable, easy to use computer.",use,positive,76,79,,laptop,0
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",iwork,positive,150,155,,laptop,0
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",office,negative,177,183,,laptop,1
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",word processor,negative,102,116,,laptop,1
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",windows,neutral,136,143,,laptop,2
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",document creation,neutral,51,68,,laptop,2
245,It is light and the battery last a very long time.,battery,positive,20,27,,laptop,0
1438,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keys,negative,15,19,,laptop,1
1438,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keyboard,negative,26,34,,laptop,1
1438,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",button below the mouse pad,negative,98,124,,laptop,1
